town,date,variable,value,townVariable
petach tikva,2020-04-19,resMA7,27.285714285714285,petach tikva resMA7
ramla,2020-04-19,resMA7,27.14285714285714,ramla resMA7
rehovot,2020-04-19,resMA7,25.571428571428573,rehovot resMA7
haifa-district,2020-04-19,resMA7,22.57142857142857,haifa-district resMA7
hadera,2020-04-19,resMA7,22.57142857142857,hadera resMA7
haifa,2020-04-19,resMA7,22.71428571428571,haifa resMA7
jerusalem,2020-04-19,resMA7,26.857142857142854,jerusalem resMA7
north,2020-04-19,resMA7,19.285714285714285,north resMA7
akko,2020-04-19,resMA7,18.857142857142854,akko resMA7
yizrael,2020-04-19,resMA7,19.428571428571427,yizrael resMA7
south,2020-04-19,resMA7,21.285714285714285,south resMA7
ashkelon,2020-04-19,resMA7,21.285714285714285,ashkelon resMA7
be'er-sheva,2020-04-19,resMA7,21.285714285714285,be'er-sheva resMA7
tlv,2020-04-19,resMA7,28.857142857142854,tlv resMA7
israel,2020-04-20,resMA7,23.42857142857143,israel resMA7
center,2020-04-20,resMA7,25.142857142857142,center resMA7
hasharon,2020-04-20,resMA7,23.714285714285715,hasharon resMA7
petach tikva,2020-04-20,resMA7,26.57142857142857,petach tikva resMA7
ramla,2020-04-20,resMA7,26.428571428571423,ramla resMA7
rehovot,2020-04-20,resMA7,24.857142857142858,rehovot resMA7
haifa-district,2020-04-20,resMA7,21.999999999999996,haifa-district resMA7
hadera,2020-04-20,resMA7,21.857142857142854,hadera resMA7
haifa,2020-04-20,resMA7,22.14285714285714,haifa resMA7
jerusalem,2020-04-20,resMA7,26.14285714285714,jerusalem resMA7
north,2020-04-20,resMA7,18.571428571428573,north resMA7
akko,2020-04-20,resMA7,18.142857142857142,akko resMA7
yizrael,2020-04-20,resMA7,18.857142857142854,yizrael resMA7
south,2020-04-20,resMA7,20.57142857142857,south resMA7
ashkelon,2020-04-20,resMA7,20.571428571428573,ashkelon resMA7
be'er-sheva,2020-04-20,resMA7,20.57142857142857,be'er-sheva resMA7
tlv,2020-04-20,resMA7,28.14285714285714,tlv resMA7
israel,2020-04-21,resMA7,23.142857142857142,israel resMA7
center,2020-04-21,resMA7,24.857142857142858,center resMA7
hasharon,2020-04-21,resMA7,23.571428571428573,hasharon resMA7
petach tikva,2020-04-21,resMA7,26.28571428571428,petach tikva resMA7
ramla,2020-04-21,resMA7,26.14285714285714,ramla resMA7
rehovot,2020-04-21,resMA7,24.57142857142857,rehovot resMA7
haifa-district,2020-04-21,resMA7,21.857142857142854,haifa-district resMA7
hadera,2020-04-21,resMA7,21.71428571428571,hadera resMA7
haifa,2020-04-21,resMA7,21.857142857142854,haifa resMA7
jerusalem,2020-04-21,resMA7,25.857142857142854,jerusalem resMA7
north,2020-04-21,resMA7,18.571428571428573,north resMA7
akko,2020-04-21,resMA7,18.142857142857142,akko resMA7
yizrael,2020-04-21,resMA7,18.857142857142858,yizrael resMA7
south,2020-04-21,resMA7,20.428571428571427,south resMA7
ashkelon,2020-04-21,resMA7,20.42857142857143,ashkelon resMA7
be'er-sheva,2020-04-21,resMA7,20.428571428571427,be'er-sheva resMA7
tlv,2020-04-21,resMA7,27.71428571428571,tlv resMA7
israel,2020-04-22,resMA7,23.142857142857142,israel resMA7
center,2020-04-22,resMA7,24.71428571428571,center resMA7
hasharon,2020-04-22,resMA7,23.428571428571427,hasharon resMA7
petach tikva,2020-04-22,resMA7,26.28571428571428,petach tikva resMA7
ramla,2020-04-22,resMA7,25.999999999999996,ramla resMA7
rehovot,2020-04-22,resMA7,24.428571428571427,rehovot resMA7
haifa-district,2020-04-22,resMA7,21.857142857142854,haifa-district resMA7
hadera,2020-04-22,resMA7,21.71428571428571,hadera resMA7
haifa,2020-04-22,resMA7,21.71428571428571,haifa resMA7
jerusalem,2020-04-22,resMA7,25.71428571428571,jerusalem resMA7
north,2020-04-22,resMA7,18.71428571428571,north resMA7
akko,2020-04-22,resMA7,18.285714285714285,akko resMA7
yizrael,2020-04-22,resMA7,19,yizrael resMA7
south,2020-04-22,resMA7,20.428571428571423,south resMA7
ashkelon,2020-04-22,resMA7,20.428571428571423,ashkelon resMA7
be'er-sheva,2020-04-22,resMA7,20.428571428571423,be'er-sheva resMA7
tlv,2020-04-22,resMA7,27.42857142857142,tlv resMA7
israel,2020-04-23,resMA7,22.71428571428571,israel resMA7
center,2020-04-23,resMA7,24.285714285714285,center resMA7
hasharon,2020-04-23,resMA7,23,hasharon resMA7
petach tikva,2020-04-23,resMA7,25.857142857142854,petach tikva resMA7
ramla,2020-04-23,resMA7,25.428571428571423,ramla resMA7
rehovot,2020-04-23,resMA7,23.857142857142858,rehovot resMA7
haifa-district,2020-04-23,resMA7,21.57142857142857,haifa-district resMA7
hadera,2020-04-23,resMA7,21.57142857142857,hadera resMA7
haifa,2020-04-23,resMA7,21.42857142857143,haifa resMA7
jerusalem,2020-04-23,resMA7,25.428571428571427,jerusalem resMA7
north,2020-04-23,resMA7,18.428571428571427,north resMA7
akko,2020-04-23,resMA7,17.999999999999996,akko resMA7
yizrael,2020-04-23,resMA7,18.857142857142854,yizrael resMA7
south,2020-04-23,resMA7,19.999999999999996,south resMA7
ashkelon,2020-04-23,resMA7,19.999999999999996,ashkelon resMA7
be'er-sheva,2020-04-23,resMA7,20.142857142857142,be'er-sheva resMA7
tlv,2020-04-23,resMA7,26.857142857142854,tlv resMA7
israel,2020-04-24,resMA7,22.42857142857143,israel resMA7
center,2020-04-24,resMA7,24,center resMA7
hasharon,2020-04-24,resMA7,22.571428571428573,hasharon resMA7
petach tikva,2020-04-24,resMA7,25.428571428571427,petach tikva resMA7
ramla,2020-04-24,resMA7,24.999999999999996,ramla resMA7
rehovot,2020-04-24,resMA7,23.428571428571427,rehovot resMA7
haifa-district,2020-04-24,resMA7,21.285714285714285,haifa-district resMA7
hadera,2020-04-24,resMA7,21.428571428571427,hadera resMA7
haifa,2020-04-24,resMA7,21.142857142857146,haifa resMA7
jerusalem,2020-04-24,resMA7,25,jerusalem resMA7
north,2020-04-24,resMA7,18.142857142857142,north resMA7
akko,2020-04-24,resMA7,17.857142857142854,akko resMA7
yizrael,2020-04-24,resMA7,18.71428571428571,yizrael resMA7
south,2020-04-24,resMA7,19.714285714285715,south resMA7
ashkelon,2020-04-24,resMA7,19.57142857142857,ashkelon resMA7
be'er-sheva,2020-04-24,resMA7,19.857142857142858,be'er-sheva resMA7
tlv,2020-04-24,resMA7,26.428571428571423,tlv resMA7
israel,2020-04-25,resMA7,22.857142857142858,israel resMA7
center,2020-04-25,resMA7,24.57142857142857,center resMA7
hasharon,2020-04-25,resMA7,23.285714285714285,hasharon resMA7
petach tikva,2020-04-25,resMA7,26.14285714285714,petach tikva resMA7
ramla,2020-04-25,resMA7,25.71428571428571,ramla resMA7
rehovot,2020-04-25,resMA7,24.285714285714285,rehovot resMA7
haifa-district,2020-04-25,resMA7,21.857142857142858,haifa-district resMA7
hadera,2020-04-25,resMA7,22.142857142857142,hadera resMA7
haifa,2020-04-25,resMA7,21.857142857142858,haifa resMA7
jerusalem,2020-04-25,resMA7,25.28571428571428,jerusalem resMA7
north,2020-04-25,resMA7,18.57142857142857,north resMA7
akko,2020-04-25,resMA7,18.714285714285715,akko resMA7
yizrael,2020-04-25,resMA7,19.428571428571427,yizrael resMA7
south,2020-04-25,resMA7,20.285714285714285,south resMA7
ashkelon,2020-04-25,resMA7,20.428571428571427,ashkelon resMA7
be'er-sheva,2020-04-25,resMA7,20.57142857142857,be'er-sheva resMA7
tlv,2020-04-25,resMA7,26.571428571428566,tlv resMA7
israel,2020-04-26,resMA7,25,israel resMA7
center,2020-04-26,resMA7,26.714285714285708,center resMA7
hasharon,2020-04-26,resMA7,25.428571428571427,hasharon resMA7
petach tikva,2020-04-26,resMA7,28.285714285714285,petach tikva resMA7
ramla,2020-04-26,resMA7,28.14285714285714,ramla resMA7
rehovot,2020-04-26,resMA7,26.71428571428571,rehovot resMA7
haifa-district,2020-04-26,resMA7,24,haifa-district resMA7
hadera,2020-04-26,resMA7,24.285714285714285,hadera resMA7
haifa,2020-04-26,resMA7,24.14285714285714,haifa resMA7
jerusalem,2020-04-26,resMA7,27.28571428571428,jerusalem resMA7
north,2020-04-26,resMA7,20.714285714285715,north resMA7
akko,2020-04-26,resMA7,20.857142857142854,akko resMA7
yizrael,2020-04-26,resMA7,21.71428571428571,yizrael resMA7
south,2020-04-26,resMA7,22.71428571428571,south resMA7
ashkelon,2020-04-26,resMA7,23.142857142857142,ashkelon resMA7
be'er-sheva,2020-04-26,resMA7,22.857142857142854,be'er-sheva resMA7
tlv,2020-04-26,resMA7,28.14285714285714,tlv resMA7
israel,2020-04-27,resMA7,24.57142857142857,israel resMA7
center,2020-04-27,resMA7,26.28571428571428,center resMA7
hasharon,2020-04-27,resMA7,24.999999999999996,hasharon resMA7
petach tikva,2020-04-27,resMA7,27.857142857142854,petach tikva resMA7
ramla,2020-04-27,resMA7,27.71428571428571,ramla resMA7
rehovot,2020-04-27,resMA7,26.285714285714285,rehovot resMA7
haifa-district,2020-04-27,resMA7,23.71428571428571,haifa-district resMA7
hadera,2020-04-27,resMA7,23.999999999999996,hadera resMA7
haifa,2020-04-27,resMA7,23.71428571428571,haifa resMA7
jerusalem,2020-04-27,resMA7,26.857142857142854,jerusalem resMA7
north,2020-04-27,resMA7,20.571428571428573,north resMA7
akko,2020-04-27,resMA7,20.71428571428571,akko resMA7
yizrael,2020-04-27,resMA7,21.428571428571427,yizrael resMA7
south,2020-04-27,resMA7,22.428571428571427,south resMA7
ashkelon,2020-04-27,resMA7,22.714285714285715,ashkelon resMA7
be'er-sheva,2020-04-27,resMA7,22.571428571428573,be'er-sheva resMA7
tlv,2020-04-27,resMA7,27.57142857142857,tlv resMA7
israel,2020-04-28,resMA7,24.14285714285714,israel resMA7
center,2020-04-28,resMA7,25.857142857142854,center resMA7
hasharon,2020-04-28,resMA7,24.428571428571423,hasharon resMA7
petach tikva,2020-04-28,resMA7,27.428571428571427,petach tikva resMA7
ramla,2020-04-28,resMA7,27.285714285714285,ramla resMA7
rehovot,2020-04-28,resMA7,25.857142857142858,rehovot resMA7
haifa-district,2020-04-28,resMA7,23.285714285714285,haifa-district resMA7
hadera,2020-04-28,resMA7,23.428571428571427,hadera resMA7
haifa,2020-04-28,resMA7,23.285714285714285,haifa resMA7
jerusalem,2020-04-28,resMA7,26.428571428571427,jerusalem resMA7
north,2020-04-28,resMA7,19.999999999999996,north resMA7
akko,2020-04-28,resMA7,20.142857142857142,akko resMA7
yizrael,2020-04-28,resMA7,20.857142857142854,yizrael resMA7
south,2020-04-28,resMA7,22.142857142857142,south resMA7
ashkelon,2020-04-28,resMA7,22.28571428571429,ashkelon resMA7
be'er-sheva,2020-04-28,resMA7,22.285714285714285,be'er-sheva resMA7
tlv,2020-04-28,resMA7,26.999999999999996,tlv resMA7
israel,2020-04-29,resMA7,23.57142857142857,israel resMA7
center,2020-04-29,resMA7,25.285714285714285,center resMA7
hasharon,2020-04-29,resMA7,23.999999999999996,hasharon resMA7
petach tikva,2020-04-29,resMA7,26.857142857142858,petach tikva resMA7
ramla,2020-04-29,resMA7,26.857142857142858,ramla resMA7
rehovot,2020-04-29,resMA7,25.428571428571427,rehovot resMA7
haifa-district,2020-04-29,resMA7,22.71428571428571,haifa-district resMA7
hadera,2020-04-29,resMA7,22.857142857142854,hadera resMA7
haifa,2020-04-29,resMA7,22.857142857142854,haifa resMA7
jerusalem,2020-04-29,resMA7,25.857142857142854,jerusalem resMA7
north,2020-04-29,resMA7,19.42857142857143,north resMA7
akko,2020-04-29,resMA7,19.57142857142857,akko resMA7
kinneret,2020-04-29,resMA7,20.285714285714285,kinneret resMA7
yizrael,2020-04-29,resMA7,20.285714285714285,yizrael resMA7
south,2020-04-29,resMA7,21.71428571428571,south resMA7
ashkelon,2020-04-29,resMA7,21.857142857142858,ashkelon resMA7
be'er-sheva,2020-04-29,resMA7,21.857142857142854,be'er-sheva resMA7
tlv,2020-04-29,resMA7,26.285714285714285,tlv resMA7
israel,2020-04-30,resMA7,23.14285714285714,israel resMA7
center,2020-04-30,resMA7,24.857142857142858,center resMA7
hasharon,2020-04-30,resMA7,23.57142857142857,hasharon resMA7
petach tikva,2020-04-30,resMA7,26.285714285714285,petach tikva resMA7
ramla,2020-04-30,resMA7,26.42857142857143,ramla resMA7
rehovot,2020-04-30,resMA7,25,rehovot resMA7
haifa-district,2020-04-30,resMA7,22.285714285714285,haifa-district resMA7
hadera,2020-04-30,resMA7,22.428571428571427,hadera resMA7
haifa,2020-04-30,resMA7,22.285714285714285,haifa resMA7
jerusalem,2020-04-30,resMA7,25.28571428571428,jerusalem resMA7
north,2020-04-30,resMA7,19,north resMA7
akko,2020-04-30,resMA7,19.142857142857142,akko resMA7
kinneret,2020-04-30,resMA7,19.857142857142858,kinneret resMA7
yizrael,2020-04-30,resMA7,19.857142857142858,yizrael resMA7
south,2020-04-30,resMA7,21.285714285714285,south resMA7
ashkelon,2020-04-30,resMA7,21.428571428571427,ashkelon resMA7
be'er-sheva,2020-04-30,resMA7,21.428571428571427,be'er-sheva resMA7
tlv,2020-04-30,resMA7,25.857142857142858,tlv resMA7
israel,2020-05-01,resMA7,22.428571428571427,israel resMA7
center,2020-05-01,resMA7,24.14285714285714,center resMA7
hasharon,2020-05-01,resMA7,22.999999999999996,hasharon resMA7
petach tikva,2020-05-01,resMA7,25.57142857142857,petach tikva resMA7
ramla,2020-05-01,resMA7,25.714285714285715,ramla resMA7
rehovot,2020-05-01,resMA7,24.285714285714285,rehovot resMA7
haifa-district,2020-05-01,resMA7,21.71428571428571,haifa-district resMA7
hadera,2020-05-01,resMA7,21.857142857142858,hadera resMA7
haifa,2020-05-01,resMA7,21.71428571428571,haifa resMA7
jerusalem,2020-05-01,resMA7,24.71428571428571,jerusalem resMA7
north,2020-05-01,resMA7,18.428571428571427,north resMA7
akko,2020-05-01,resMA7,18.571428571428573,akko resMA7
kinneret,2020-05-01,resMA7,19.285714285714285,kinneret resMA7
yizrael,2020-05-01,resMA7,19.142857142857142,yizrael resMA7
south,2020-05-01,resMA7,20.71428571428571,south resMA7
ashkelon,2020-05-01,resMA7,20.857142857142858,ashkelon resMA7
be'er-sheva,2020-05-01,resMA7,21,be'er-sheva resMA7
tlv,2020-05-01,resMA7,25.14285714285714,tlv resMA7
israel,2020-05-02,resMA7,21.285714285714285,israel resMA7
center,2020-05-02,resMA7,22.714285714285715,center resMA7
hasharon,2020-05-02,resMA7,21.714285714285715,hasharon resMA7
petach tikva,2020-05-02,resMA7,23.999999999999996,petach tikva resMA7
ramla,2020-05-02,resMA7,24,ramla resMA7
rehovot,2020-05-02,resMA7,22.57142857142857,rehovot resMA7
haifa-district,2020-05-02,resMA7,20.42857142857143,haifa-district resMA7
hadera,2020-05-02,resMA7,20.714285714285715,hadera resMA7
haifa,2020-05-02,resMA7,20.285714285714285,haifa resMA7
jerusalem,2020-05-02,resMA7,23.71428571428571,jerusalem resMA7
north,2020-05-02,resMA7,17.57142857142857,north resMA7
akko,2020-05-02,resMA7,17.285714285714285,akko resMA7
kinneret,2020-05-02,resMA7,18.285714285714285,kinneret resMA7
yizrael,2020-05-02,resMA7,18,yizrael resMA7
south,2020-05-02,resMA7,19.428571428571427,south resMA7
ashkelon,2020-05-02,resMA7,19.285714285714285,ashkelon resMA7
be'er-sheva,2020-05-02,resMA7,19.57142857142857,be'er-sheva resMA7
tlv,2020-05-02,resMA7,24.142857142857142,tlv resMA7
israel,2020-05-03,resMA7,18.142857142857142,israel resMA7
center,2020-05-03,resMA7,19.57142857142857,center resMA7
hasharon,2020-05-03,resMA7,18.857142857142858,hasharon resMA7
petach tikva,2020-05-03,resMA7,20.857142857142858,petach tikva resMA7
ramla,2020-05-03,resMA7,20.57142857142857,ramla resMA7
rehovot,2020-05-03,resMA7,19.142857142857142,rehovot resMA7
haifa-district,2020-05-03,resMA7,17.428571428571427,haifa-district resMA7
hadera,2020-05-03,resMA7,17.857142857142854,hadera resMA7
haifa,2020-05-03,resMA7,17.142857142857142,haifa resMA7
jerusalem,2020-05-03,resMA7,20.857142857142858,jerusalem resMA7
north,2020-05-03,resMA7,14.857142857142854,north resMA7
akko,2020-05-03,resMA7,14.714285714285712,akko resMA7
kinneret,2020-05-03,resMA7,15.714285714285714,kinneret resMA7
yizrael,2020-05-03,resMA7,15.142857142857142,yizrael resMA7
south,2020-05-03,resMA7,16.142857142857142,south resMA7
ashkelon,2020-05-03,resMA7,15.57142857142857,ashkelon resMA7
be'er-sheva,2020-05-03,resMA7,16.57142857142857,be'er-sheva resMA7
tlv,2020-05-03,resMA7,21.428571428571427,tlv resMA7
israel,2020-05-04,resMA7,17.285714285714285,israel resMA7
center,2020-05-04,resMA7,18.71428571428571,center resMA7
hasharon,2020-05-04,resMA7,18,hasharon resMA7
petach tikva,2020-05-04,resMA7,20,petach tikva resMA7
ramla,2020-05-04,resMA7,19.57142857142857,ramla resMA7
rehovot,2020-05-04,resMA7,18.285714285714285,rehovot resMA7
haifa-district,2020-05-04,resMA7,16.57142857142857,haifa-district resMA7
hadera,2020-05-04,resMA7,17.142857142857142,hadera resMA7
haifa,2020-05-04,resMA7,16.428571428571427,haifa resMA7
jerusalem,2020-05-04,resMA7,19.999999999999996,jerusalem resMA7
north,2020-05-04,resMA7,14.14285714285714,north resMA7
akko,2020-05-04,resMA7,13.857142857142856,akko resMA7
kinneret,2020-05-04,resMA7,14.999999999999998,kinneret resMA7
yizrael,2020-05-04,resMA7,14.57142857142857,yizrael resMA7
south,2020-05-04,resMA7,15.285714285714283,south resMA7
ashkelon,2020-05-04,resMA7,14.857142857142856,ashkelon resMA7
be'er-sheva,2020-05-04,resMA7,15.857142857142858,be'er-sheva resMA7
tlv,2020-05-04,resMA7,20.714285714285715,tlv resMA7
israel,2020-05-05,resMA7,16.71428571428571,israel resMA7
center,2020-05-05,resMA7,17.999999999999996,center resMA7
hasharon,2020-05-05,resMA7,17.428571428571427,hasharon resMA7
petach tikva,2020-05-05,resMA7,19.285714285714285,petach tikva resMA7
ramla,2020-05-05,resMA7,18.857142857142858,ramla resMA7
rehovot,2020-05-05,resMA7,17.57142857142857,rehovot resMA7
haifa-district,2020-05-05,resMA7,15.999999999999998,haifa-district resMA7
hadera,2020-05-05,resMA7,16.57142857142857,hadera resMA7
haifa,2020-05-05,resMA7,15.857142857142856,haifa resMA7
jerusalem,2020-05-05,resMA7,19.428571428571427,jerusalem resMA7
north,2020-05-05,resMA7,13.714285714285712,north resMA7
akko,2020-05-05,resMA7,13.428571428571427,akko resMA7
kinneret,2020-05-05,resMA7,14.57142857142857,kinneret resMA7
yizrael,2020-05-05,resMA7,14.14285714285714,yizrael resMA7
south,2020-05-05,resMA7,14.714285714285712,south resMA7
ashkelon,2020-05-05,resMA7,14.428571428571427,ashkelon resMA7
be'er-sheva,2020-05-05,resMA7,15.285714285714285,be'er-sheva resMA7
tlv,2020-05-05,resMA7,20,tlv resMA7
israel,2020-05-06,resMA7,16.142857142857142,israel resMA7
center,2020-05-06,resMA7,17.428571428571427,center resMA7
hasharon,2020-05-06,resMA7,17,hasharon resMA7
petach tikva,2020-05-06,resMA7,18.714285714285715,petach tikva resMA7
ramla,2020-05-06,resMA7,18.14285714285714,ramla resMA7
rehovot,2020-05-06,resMA7,16.857142857142854,rehovot resMA7
haifa-district,2020-05-06,resMA7,15.57142857142857,haifa-district resMA7
hadera,2020-05-06,resMA7,16.142857142857142,hadera resMA7
haifa,2020-05-06,resMA7,15.428571428571427,haifa resMA7
jerusalem,2020-05-06,resMA7,18.857142857142858,jerusalem resMA7
north,2020-05-06,resMA7,13.428571428571427,north resMA7
akko,2020-05-06,resMA7,13.142857142857142,akko resMA7
kinneret,2020-05-06,resMA7,14.285714285714285,kinneret resMA7
yizrael,2020-05-06,resMA7,13.857142857142854,yizrael resMA7
south,2020-05-06,resMA7,14.142857142857142,south resMA7
ashkelon,2020-05-06,resMA7,14,ashkelon resMA7
be'er-sheva,2020-05-06,resMA7,14.857142857142856,be'er-sheva resMA7
tlv,2020-05-06,resMA7,19.428571428571427,tlv resMA7
israel,2020-05-07,resMA7,15.428571428571427,israel resMA7
center,2020-05-07,resMA7,16.71428571428571,center resMA7
hasharon,2020-05-07,resMA7,16.285714285714285,hasharon resMA7
petach tikva,2020-05-07,resMA7,18,petach tikva resMA7
ramla,2020-05-07,resMA7,17.428571428571427,ramla resMA7
rehovot,2020-05-07,resMA7,16.142857142857142,rehovot resMA7
haifa-district,2020-05-07,resMA7,14.857142857142856,haifa-district resMA7
hadera,2020-05-07,resMA7,15.428571428571427,hadera resMA7
haifa,2020-05-07,resMA7,14.857142857142856,haifa resMA7
jerusalem,2020-05-07,resMA7,18.142857142857142,jerusalem resMA7
north,2020-05-07,resMA7,12.857142857142854,north resMA7
akko,2020-05-07,resMA7,12.57142857142857,akko resMA7
kinneret,2020-05-07,resMA7,13.714285714285714,kinneret resMA7
yizrael,2020-05-07,resMA7,13.428571428571427,yizrael resMA7
south,2020-05-07,resMA7,13.428571428571429,south resMA7
ashkelon,2020-05-07,resMA7,13.285714285714285,ashkelon resMA7
be'er-sheva,2020-05-07,resMA7,14.285714285714285,be'er-sheva resMA7
tlv,2020-05-07,resMA7,18.71428571428571,tlv resMA7
israel,2020-05-08,resMA7,14.714285714285714,israel resMA7
center,2020-05-08,resMA7,15.857142857142854,center resMA7
hasharon,2020-05-08,resMA7,15.57142857142857,hasharon resMA7
petach tikva,2020-05-08,resMA7,17.285714285714285,petach tikva resMA7
ramla,2020-05-08,resMA7,16.57142857142857,ramla resMA7
rehovot,2020-05-08,resMA7,15.285714285714285,rehovot resMA7
haifa-district,2020-05-08,resMA7,14.142857142857142,haifa-district resMA7
hadera,2020-05-08,resMA7,14.714285714285714,hadera resMA7
haifa,2020-05-08,resMA7,14.142857142857142,haifa resMA7
jerusalem,2020-05-08,resMA7,17.28571428571428,jerusalem resMA7
north,2020-05-08,resMA7,12.285714285714286,north resMA7
akko,2020-05-08,resMA7,12,akko resMA7
kinneret,2020-05-08,resMA7,12.999999999999998,kinneret resMA7
yizrael,2020-05-08,resMA7,12.999999999999998,yizrael resMA7
south,2020-05-08,resMA7,12.714285714285714,south resMA7
ashkelon,2020-05-08,resMA7,12.571428571428571,ashkelon resMA7
be'er-sheva,2020-05-08,resMA7,13.57142857142857,be'er-sheva resMA7
tlv,2020-05-08,resMA7,18,tlv resMA7
israel,2020-05-09,resMA7,13.999999999999998,israel resMA7
center,2020-05-09,resMA7,15.142857142857142,center resMA7
hasharon,2020-05-09,resMA7,14.857142857142854,hasharon resMA7
petach tikva,2020-05-09,resMA7,16.57142857142857,petach tikva resMA7
ramla,2020-05-09,resMA7,15.857142857142858,ramla resMA7
rehovot,2020-05-09,resMA7,14.57142857142857,rehovot resMA7
haifa-district,2020-05-09,resMA7,13.428571428571427,haifa-district resMA7
hadera,2020-05-09,resMA7,13.999999999999998,hadera resMA7
haifa,2020-05-09,resMA7,13.428571428571427,haifa resMA7
jerusalem,2020-05-09,resMA7,16.428571428571427,jerusalem resMA7
north,2020-05-09,resMA7,11.428571428571427,north resMA7
akko,2020-05-09,resMA7,11.285714285714285,akko resMA7
kinneret,2020-05-09,resMA7,12.142857142857144,kinneret resMA7
yizrael,2020-05-09,resMA7,12.285714285714285,yizrael resMA7
south,2020-05-09,resMA7,12.142857142857144,south resMA7
ashkelon,2020-05-09,resMA7,12,ashkelon resMA7
be'er-sheva,2020-05-09,resMA7,12.999999999999998,be'er-sheva resMA7
tlv,2020-05-09,resMA7,17.142857142857142,tlv resMA7
israel,2020-05-10,resMA7,13.428571428571429,israel resMA7
center,2020-05-10,resMA7,14.428571428571427,center resMA7
hasharon,2020-05-10,resMA7,14.285714285714283,hasharon resMA7
petach tikva,2020-05-10,resMA7,15.857142857142856,petach tikva resMA7
ramla,2020-05-10,resMA7,15.142857142857142,ramla resMA7
rehovot,2020-05-10,resMA7,13.999999999999998,rehovot resMA7
haifa-district,2020-05-10,resMA7,12.857142857142856,haifa-district resMA7
hadera,2020-05-10,resMA7,13.428571428571427,hadera resMA7
haifa,2020-05-10,resMA7,12.857142857142856,haifa resMA7
jerusalem,2020-05-10,resMA7,15.714285714285714,jerusalem resMA7
north,2020-05-10,resMA7,10.857142857142856,north resMA7
akko,2020-05-10,resMA7,10.571428571428571,akko resMA7
kinneret,2020-05-10,resMA7,11.428571428571427,kinneret resMA7
yizrael,2020-05-10,resMA7,11.714285714285712,yizrael resMA7
south,2020-05-10,resMA7,11.57142857142857,south resMA7
ashkelon,2020-05-10,resMA7,11.57142857142857,ashkelon resMA7
be'er-sheva,2020-05-10,resMA7,12.428571428571429,be'er-sheva resMA7
tlv,2020-05-10,resMA7,16.57142857142857,tlv resMA7
israel,2020-05-11,resMA7,12.857142857142858,israel resMA7
center,2020-05-11,resMA7,13.714285714285715,center resMA7
hasharon,2020-05-11,resMA7,13.999999999999996,hasharon resMA7
petach tikva,2020-05-11,resMA7,15.428571428571427,petach tikva resMA7
ramla,2020-05-11,resMA7,14.714285714285715,ramla resMA7
rehovot,2020-05-11,resMA7,13.57142857142857,rehovot resMA7
haifa-district,2020-05-11,resMA7,12.285714285714285,haifa-district resMA7
hadera,2020-05-11,resMA7,12.999999999999998,hadera resMA7
haifa,2020-05-11,resMA7,12.428571428571427,haifa resMA7
jerusalem,2020-05-11,resMA7,15.142857142857142,jerusalem resMA7
north,2020-05-11,resMA7,10.285714285714286,north resMA7
akko,2020-05-11,resMA7,10.285714285714286,akko resMA7
kinneret,2020-05-11,resMA7,10.999999999999998,kinneret resMA7
yizrael,2020-05-11,resMA7,11.285714285714283,yizrael resMA7
south,2020-05-11,resMA7,10.999999999999998,south resMA7
ashkelon,2020-05-11,resMA7,11.14285714285714,ashkelon resMA7
be'er-sheva,2020-05-11,resMA7,12,be'er-sheva resMA7
tlv,2020-05-11,resMA7,15.857142857142854,tlv resMA7
israel,2020-05-12,resMA7,12.571428571428571,israel resMA7
center,2020-05-12,resMA7,13.428571428571429,center resMA7
hasharon,2020-05-12,resMA7,13.857142857142854,hasharon resMA7
petach tikva,2020-05-12,resMA7,15.14285714285714,petach tikva resMA7
ramla,2020-05-12,resMA7,14.571428571428571,ramla resMA7
rehovot,2020-05-12,resMA7,13.285714285714285,rehovot resMA7
haifa-district,2020-05-12,resMA7,12,haifa-district resMA7
hadera,2020-05-12,resMA7,12.857142857142856,hadera resMA7
haifa,2020-05-12,resMA7,12.142857142857142,haifa resMA7
jerusalem,2020-05-12,resMA7,14.857142857142856,jerusalem resMA7
north,2020-05-12,resMA7,10,north resMA7
akko,2020-05-12,resMA7,10.142857142857142,akko resMA7
kinneret,2020-05-12,resMA7,10.714285714285714,kinneret resMA7
yizrael,2020-05-12,resMA7,10.999999999999998,yizrael resMA7
south,2020-05-12,resMA7,10.714285714285714,south resMA7
ashkelon,2020-05-12,resMA7,10.857142857142856,ashkelon resMA7
be'er-sheva,2020-05-12,resMA7,11.857142857142858,be'er-sheva resMA7
tlv,2020-05-12,resMA7,15.571428571428568,tlv resMA7
israel,2020-05-13,resMA7,12.57142857142857,israel resMA7
center,2020-05-13,resMA7,13.428571428571429,center resMA7
hasharon,2020-05-13,resMA7,13.714285714285712,hasharon resMA7
petach tikva,2020-05-13,resMA7,14.999999999999998,petach tikva resMA7
ramla,2020-05-13,resMA7,14.571428571428571,ramla resMA7
rehovot,2020-05-13,resMA7,13.285714285714285,rehovot resMA7
haifa-district,2020-05-13,resMA7,11.857142857142858,haifa-district resMA7
hadera,2020-05-13,resMA7,12.714285714285712,hadera resMA7
haifa,2020-05-13,resMA7,11.857142857142858,haifa resMA7
jerusalem,2020-05-13,resMA7,14.714285714285712,jerusalem resMA7
