town,date,variable,value,townVariable
רמלה,2020-05-07,resMA7,17.428571428571427,רמלה resMA7
רחובות,2020-05-07,resMA7,16.142857142857142,רחובות resMA7
אזור חיפה,2020-05-07,resMA7,14.857142857142856,אזור חיפה resMA7
חדרה,2020-05-07,resMA7,15.428571428571427,חדרה resMA7
חיפה,2020-05-07,resMA7,14.857142857142856,חיפה resMA7
ירושלים,2020-05-07,resMA7,18.142857142857142,ירושלים resMA7
אזור צפון,2020-05-07,resMA7,12.857142857142854,אזור צפון resMA7
עכו,2020-05-07,resMA7,12.57142857142857,עכו resMA7
טבריה,2020-05-07,resMA7,13.714285714285714,טבריה resMA7
עפולה,2020-05-07,resMA7,13.428571428571427,עפולה resMA7
אזור דרום,2020-05-07,resMA7,13.428571428571429,אזור דרום resMA7
אשקלון,2020-05-07,resMA7,13.285714285714285,אשקלון resMA7
באר שבע,2020-05-07,resMA7,14.285714285714285,באר שבע resMA7
תל אביב-יפו,2020-05-07,resMA7,18.71428571428571,תל אביב-יפו resMA7
ישראל,2020-05-08,resMA7,14.714285714285714,ישראל resMA7
אזור מרכז,2020-05-08,resMA7,15.857142857142854,אזור מרכז resMA7
נתניה,2020-05-08,resMA7,15.57142857142857,נתניה resMA7
פתח תקווה,2020-05-08,resMA7,17.285714285714285,פתח תקווה resMA7
רמלה,2020-05-08,resMA7,16.57142857142857,רמלה resMA7
רחובות,2020-05-08,resMA7,15.285714285714285,רחובות resMA7
אזור חיפה,2020-05-08,resMA7,14.142857142857142,אזור חיפה resMA7
חדרה,2020-05-08,resMA7,14.714285714285714,חדרה resMA7
חיפה,2020-05-08,resMA7,14.142857142857142,חיפה resMA7
ירושלים,2020-05-08,resMA7,17.28571428571428,ירושלים resMA7
אזור צפון,2020-05-08,resMA7,12.285714285714286,אזור צפון resMA7
עכו,2020-05-08,resMA7,12,עכו resMA7
טבריה,2020-05-08,resMA7,12.999999999999998,טבריה resMA7
עפולה,2020-05-08,resMA7,12.999999999999998,עפולה resMA7
אזור דרום,2020-05-08,resMA7,12.714285714285714,אזור דרום resMA7
אשקלון,2020-05-08,resMA7,12.571428571428571,אשקלון resMA7
באר שבע,2020-05-08,resMA7,13.57142857142857,באר שבע resMA7
תל אביב-יפו,2020-05-08,resMA7,18,תל אביב-יפו resMA7
ישראל,2020-05-09,resMA7,13.999999999999998,ישראל resMA7
אזור מרכז,2020-05-09,resMA7,15.142857142857142,אזור מרכז resMA7
נתניה,2020-05-09,resMA7,14.857142857142854,נתניה resMA7
פתח תקווה,2020-05-09,resMA7,16.57142857142857,פתח תקווה resMA7
רמלה,2020-05-09,resMA7,15.857142857142858,רמלה resMA7
רחובות,2020-05-09,resMA7,14.57142857142857,רחובות resMA7
אזור חיפה,2020-05-09,resMA7,13.428571428571427,אזור חיפה resMA7
חדרה,2020-05-09,resMA7,13.999999999999998,חדרה resMA7
חיפה,2020-05-09,resMA7,13.428571428571427,חיפה resMA7
ירושלים,2020-05-09,resMA7,16.428571428571427,ירושלים resMA7
אזור צפון,2020-05-09,resMA7,11.428571428571427,אזור צפון resMA7
עכו,2020-05-09,resMA7,11.285714285714285,עכו resMA7
טבריה,2020-05-09,resMA7,12.142857142857144,טבריה resMA7
עפולה,2020-05-09,resMA7,12.285714285714285,עפולה resMA7
אזור דרום,2020-05-09,resMA7,12.142857142857144,אזור דרום resMA7
אשקלון,2020-05-09,resMA7,12,אשקלון resMA7
באר שבע,2020-05-09,resMA7,12.999999999999998,באר שבע resMA7
תל אביב-יפו,2020-05-09,resMA7,17.142857142857142,תל אביב-יפו resMA7
ישראל,2020-05-10,resMA7,13.428571428571429,ישראל resMA7
אזור מרכז,2020-05-10,resMA7,14.428571428571427,אזור מרכז resMA7
נתניה,2020-05-10,resMA7,14.285714285714283,נתניה resMA7
פתח תקווה,2020-05-10,resMA7,15.857142857142856,פתח תקווה resMA7
רמלה,2020-05-10,resMA7,15.142857142857142,רמלה resMA7
רחובות,2020-05-10,resMA7,13.999999999999998,רחובות resMA7
אזור חיפה,2020-05-10,resMA7,12.857142857142856,אזור חיפה resMA7
חדרה,2020-05-10,resMA7,13.428571428571427,חדרה resMA7
חיפה,2020-05-10,resMA7,12.857142857142856,חיפה resMA7
ירושלים,2020-05-10,resMA7,15.714285714285714,ירושלים resMA7
אזור צפון,2020-05-10,resMA7,10.857142857142856,אזור צפון resMA7
עכו,2020-05-10,resMA7,10.571428571428571,עכו resMA7
טבריה,2020-05-10,resMA7,11.428571428571427,טבריה resMA7
עפולה,2020-05-10,resMA7,11.714285714285712,עפולה resMA7
אזור דרום,2020-05-10,resMA7,11.57142857142857,אזור דרום resMA7
אשקלון,2020-05-10,resMA7,11.57142857142857,אשקלון resMA7
באר שבע,2020-05-10,resMA7,12.428571428571429,באר שבע resMA7
תל אביב-יפו,2020-05-10,resMA7,16.57142857142857,תל אביב-יפו resMA7
ישראל,2020-05-11,resMA7,12.857142857142858,ישראל resMA7
אזור מרכז,2020-05-11,resMA7,13.714285714285715,אזור מרכז resMA7
נתניה,2020-05-11,resMA7,13.999999999999996,נתניה resMA7
פתח תקווה,2020-05-11,resMA7,15.428571428571427,פתח תקווה resMA7
רמלה,2020-05-11,resMA7,14.714285714285715,רמלה resMA7
רחובות,2020-05-11,resMA7,13.57142857142857,רחובות resMA7
אזור חיפה,2020-05-11,resMA7,12.285714285714285,אזור חיפה resMA7
חדרה,2020-05-11,resMA7,12.999999999999998,חדרה resMA7
חיפה,2020-05-11,resMA7,12.428571428571427,חיפה resMA7
ירושלים,2020-05-11,resMA7,15.142857142857142,ירושלים resMA7
אזור צפון,2020-05-11,resMA7,10.285714285714286,אזור צפון resMA7
עכו,2020-05-11,resMA7,10.285714285714286,עכו resMA7
טבריה,2020-05-11,resMA7,10.999999999999998,טבריה resMA7
עפולה,2020-05-11,resMA7,11.285714285714283,עפולה resMA7
אזור דרום,2020-05-11,resMA7,10.999999999999998,אזור דרום resMA7
אשקלון,2020-05-11,resMA7,11.14285714285714,אשקלון resMA7
באר שבע,2020-05-11,resMA7,12,באר שבע resMA7
תל אביב-יפו,2020-05-11,resMA7,15.857142857142854,תל אביב-יפו resMA7
ישראל,2020-05-12,resMA7,12.571428571428571,ישראל resMA7
אזור מרכז,2020-05-12,resMA7,13.428571428571429,אזור מרכז resMA7
נתניה,2020-05-12,resMA7,13.857142857142854,נתניה resMA7
פתח תקווה,2020-05-12,resMA7,15.14285714285714,פתח תקווה resMA7
רמלה,2020-05-12,resMA7,14.571428571428571,רמלה resMA7
רחובות,2020-05-12,resMA7,13.285714285714285,רחובות resMA7
אזור חיפה,2020-05-12,resMA7,12,אזור חיפה resMA7
חדרה,2020-05-12,resMA7,12.857142857142856,חדרה resMA7
חיפה,2020-05-12,resMA7,12.142857142857142,חיפה resMA7
ירושלים,2020-05-12,resMA7,14.857142857142856,ירושלים resMA7
אזור צפון,2020-05-12,resMA7,10,אזור צפון resMA7
עכו,2020-05-12,resMA7,10.142857142857142,עכו resMA7
טבריה,2020-05-12,resMA7,10.714285714285714,טבריה resMA7
עפולה,2020-05-12,resMA7,10.999999999999998,עפולה resMA7
אזור דרום,2020-05-12,resMA7,10.714285714285714,אזור דרום resMA7
אשקלון,2020-05-12,resMA7,10.857142857142856,אשקלון resMA7
באר שבע,2020-05-12,resMA7,11.857142857142858,באר שבע resMA7
תל אביב-יפו,2020-05-12,resMA7,15.571428571428568,תל אביב-יפו resMA7
ישראל,2020-05-13,resMA7,12.57142857142857,ישראל resMA7
אזור מרכז,2020-05-13,resMA7,13.428571428571429,אזור מרכז resMA7
נתניה,2020-05-13,resMA7,13.714285714285712,נתניה resMA7
פתח תקווה,2020-05-13,resMA7,14.999999999999998,פתח תקווה resMA7
רמלה,2020-05-13,resMA7,14.571428571428571,רמלה resMA7
רחובות,2020-05-13,resMA7,13.285714285714285,רחובות resMA7
אזור חיפה,2020-05-13,resMA7,11.857142857142858,אזור חיפה resMA7
חדרה,2020-05-13,resMA7,12.714285714285712,חדרה resMA7
חיפה,2020-05-13,resMA7,11.857142857142858,חיפה resMA7
ירושלים,2020-05-13,resMA7,14.714285714285712,ירושלים resMA7
אזור צפון,2020-05-13,resMA7,9.714285714285714,אזור צפון resMA7
עכו,2020-05-13,resMA7,9.857142857142856,עכו resMA7
טבריה,2020-05-13,resMA7,10.428571428571427,טבריה resMA7
עפולה,2020-05-13,resMA7,10.714285714285714,עפולה resMA7
אזור דרום,2020-05-13,resMA7,10.571428571428571,אזור דרום resMA7
אשקלון,2020-05-13,resMA7,10.714285714285714,אשקלון resMA7
באר שבע,2020-05-13,resMA7,11.714285714285714,באר שבע resMA7
תל אביב-יפו,2020-05-13,resMA7,15.428571428571425,תל אביב-יפו resMA7
ישראל,2020-05-14,resMA7,12.428571428571427,ישראל resMA7
אזור מרכז,2020-05-14,resMA7,13.142857142857142,אזור מרכז resMA7
נתניה,2020-05-14,resMA7,13.571428571428573,נתניה resMA7
פתח תקווה,2020-05-14,resMA7,14.857142857142856,פתח תקווה resMA7
רמלה,2020-05-14,resMA7,14.142857142857142,רמלה resMA7
רחובות,2020-05-14,resMA7,13.142857142857142,רחובות resMA7
אזור חיפה,2020-05-14,resMA7,11.714285714285714,אזור חיפה resMA7
חדרה,2020-05-14,resMA7,12.57142857142857,חדרה resMA7
חיפה,2020-05-14,resMA7,11.571428571428571,חיפה resMA7
ירושלים,2020-05-14,resMA7,14.428571428571427,ירושלים resMA7
אזור צפון,2020-05-14,resMA7,9.571428571428571,אזור צפון resMA7
עכו,2020-05-14,resMA7,9.714285714285714,עכו resMA7
טבריה,2020-05-14,resMA7,10.285714285714285,טבריה resMA7
עפולה,2020-05-14,resMA7,10.428571428571429,עפולה resMA7
אזור דרום,2020-05-14,resMA7,10.428571428571427,אזור דרום resMA7
אשקלון,2020-05-14,resMA7,10.571428571428571,אשקלון resMA7
באר שבע,2020-05-14,resMA7,11.428571428571429,באר שבע resMA7
תל אביב-יפו,2020-05-14,resMA7,15.285714285714283,תל אביב-יפו resMA7
ישראל,2020-05-15,resMA7,12.285714285714285,ישראל resMA7
אזור מרכז,2020-05-15,resMA7,12.999999999999998,אזור מרכז resMA7
נתניה,2020-05-15,resMA7,13.428571428571429,נתניה resMA7
פתח תקווה,2020-05-15,resMA7,14.57142857142857,פתח תקווה resMA7
רמלה,2020-05-15,resMA7,13.857142857142856,רמלה resMA7
רחובות,2020-05-15,resMA7,13.14285714285714,רחובות resMA7
אזור חיפה,2020-05-15,resMA7,11.57142857142857,אזור חיפה resMA7
חדרה,2020-05-15,resMA7,12.428571428571427,חדרה resMA7
חיפה,2020-05-15,resMA7,11.428571428571427,חיפה resMA7
ירושלים,2020-05-15,resMA7,14.142857142857142,ירושלים resMA7
אזור צפון,2020-05-15,resMA7,9.285714285714285,אזור צפון resMA7
עכו,2020-05-15,resMA7,9.428571428571427,עכו resMA7
טבריה,2020-05-15,resMA7,10.142857142857142,טבריה resMA7
עפולה,2020-05-15,resMA7,10.142857142857142,עפולה resMA7
אזור דרום,2020-05-15,resMA7,10.285714285714285,אזור דרום resMA7
אשקלון,2020-05-15,resMA7,10.428571428571427,אשקלון resMA7
באר שבע,2020-05-15,resMA7,11.285714285714285,באר שבע resMA7
תל אביב-יפו,2020-05-15,resMA7,15.14285714285714,תל אביב-יפו resMA7
ישראל,2020-05-16,resMA7,11.857142857142856,ישראל resMA7
אזור מרכז,2020-05-16,resMA7,12.57142857142857,אזור מרכז resMA7
נתניה,2020-05-16,resMA7,13,נתניה resMA7
פתח תקווה,2020-05-16,resMA7,14.142857142857142,פתח תקווה resMA7
רמלה,2020-05-16,resMA7,13.428571428571429,רמלה resMA7
רחובות,2020-05-16,resMA7,12.714285714285712,רחובות resMA7
אזור חיפה,2020-05-16,resMA7,11.142857142857142,אזור חיפה resMA7
חדרה,2020-05-16,resMA7,11.857142857142856,חדרה resMA7
חיפה,2020-05-16,resMA7,11,חיפה resMA7
ירושלים,2020-05-16,resMA7,13.714285714285715,ירושלים resMA7
אזור צפון,2020-05-16,resMA7,8.999999999999998,אזור צפון resMA7
עכו,2020-05-16,resMA7,9,עכו resMA7
טבריה,2020-05-16,resMA7,9.857142857142856,טבריה resMA7
עפולה,2020-05-16,resMA7,9.714285714285714,עפולה resMA7
אזור דרום,2020-05-16,resMA7,9.714285714285714,אזור דרום resMA7
אשקלון,2020-05-16,resMA7,9.857142857142856,אשקלון resMA7
באר שבע,2020-05-16,resMA7,10.857142857142858,באר שבע resMA7
תל אביב-יפו,2020-05-16,resMA7,14.857142857142856,תל אביב-יפו resMA7
ישראל,2020-05-17,resMA7,11.428571428571429,ישראל resMA7
אזור מרכז,2020-05-17,resMA7,12.142857142857142,אזור מרכז resMA7
נתניה,2020-05-17,resMA7,12.428571428571429,נתניה resMA7
פתח תקווה,2020-05-17,resMA7,13.714285714285714,פתח תקווה resMA7
רמלה,2020-05-17,resMA7,12.999999999999998,רמלה resMA7
רחובות,2020-05-17,resMA7,12.285714285714285,רחובות resMA7
אזור חיפה,2020-05-17,resMA7,10.714285714285714,אזור חיפה resMA7
חדרה,2020-05-17,resMA7,11.285714285714285,חדרה resMA7
חיפה,2020-05-17,resMA7,10.571428571428571,חיפה resMA7
ירושלים,2020-05-17,resMA7,13.14285714285714,ירושלים resMA7
אזור צפון,2020-05-17,resMA7,8.428571428571429,אזור צפון resMA7
עכו,2020-05-17,resMA7,8.57142857142857,עכו resMA7
טבריה,2020-05-17,resMA7,9.571428571428571,טבריה resMA7
עפולה,2020-05-17,resMA7,9.285714285714285,עפולה resMA7
אזור דרום,2020-05-17,resMA7,9.285714285714285,אזור דרום resMA7
אשקלון,2020-05-17,resMA7,9.428571428571427,אשקלון resMA7
באר שבע,2020-05-17,resMA7,10.428571428571429,באר שבע resMA7
תל אביב-יפו,2020-05-17,resMA7,14.428571428571427,תל אביב-יפו resMA7
ישראל,2020-05-18,resMA7,11.142857142857142,ישראל resMA7
אזור מרכז,2020-05-18,resMA7,11.714285714285714,אזור מרכז resMA7
נתניה,2020-05-18,resMA7,11.857142857142856,נתניה resMA7
פתח תקווה,2020-05-18,resMA7,13.142857142857142,פתח תקווה resMA7
רמלה,2020-05-18,resMA7,12.285714285714285,רמלה resMA7
רחובות,2020-05-18,resMA7,11.714285714285714,רחובות resMA7
אזור חיפה,2020-05-18,resMA7,10.428571428571429,אזור חיפה resMA7
חדרה,2020-05-18,resMA7,10.714285714285715,חדרה resMA7
חיפה,2020-05-18,resMA7,9.999999999999998,חיפה resMA7
ירושלים,2020-05-18,resMA7,12.714285714285712,ירושלים resMA7
אזור צפון,2020-05-18,resMA7,8.142857142857142,אזור צפון resMA7
עכו,2020-05-18,resMA7,8.142857142857142,עכו resMA7
טבריה,2020-05-18,resMA7,9.142857142857142,טבריה resMA7
עפולה,2020-05-18,resMA7,8.857142857142856,עפולה resMA7
אזור דרום,2020-05-18,resMA7,8.857142857142856,אזור דרום resMA7
אשקלון,2020-05-18,resMA7,8.857142857142856,אשקלון resMA7
באר שבע,2020-05-18,resMA7,9.857142857142856,באר שבע resMA7
תל אביב-יפו,2020-05-18,resMA7,14.142857142857142,תל אביב-יפו resMA7
ישראל,2020-05-19,resMA7,10.714285714285715,ישראל resMA7
אזור מרכז,2020-05-19,resMA7,11.428571428571429,אזור מרכז resMA7
נתניה,2020-05-19,resMA7,11.428571428571429,נתניה resMA7
פתח תקווה,2020-05-19,resMA7,12.714285714285715,פתח תקווה resMA7
רמלה,2020-05-19,resMA7,11.857142857142856,רמלה resMA7
רחובות,2020-05-19,resMA7,11.428571428571429,רחובות resMA7
אזור חיפה,2020-05-19,resMA7,10,אזור חיפה resMA7
חדרה,2020-05-19,resMA7,10.285714285714286,חדרה resMA7
חיפה,2020-05-19,resMA7,9.57142857142857,חיפה resMA7
ירושלים,2020-05-19,resMA7,12.428571428571427,ירושלים resMA7
אזור צפון,2020-05-19,resMA7,7.857142857142857,אזור צפון resMA7
עכו,2020-05-19,resMA7,7.714285714285714,עכו resMA7
טבריה,2020-05-19,resMA7,8.857142857142856,טבריה resMA7
עפולה,2020-05-19,resMA7,8.571428571428571,עפולה resMA7
אזור דרום,2020-05-19,resMA7,8.571428571428571,אזור דרום resMA7
אשקלון,2020-05-19,resMA7,8.428571428571429,אשקלון resMA7
באר שבע,2020-05-19,resMA7,9.428571428571427,באר שבע resMA7
תל אביב-יפו,2020-05-19,resMA7,13.857142857142856,תל אביב-יפו resMA7
ישראל,2020-05-20,resMA7,10.285714285714285,ישראל resMA7
אזור מרכז,2020-05-20,resMA7,10.999999999999998,אזור מרכז resMA7
נתניה,2020-05-20,resMA7,11.142857142857142,נתניה resMA7
פתח תקווה,2020-05-20,resMA7,12.285714285714286,פתח תקווה resMA7
רמלה,2020-05-20,resMA7,11.428571428571427,רמלה resMA7
רחובות,2020-05-20,resMA7,10.999999999999998,רחובות resMA7
אזור חיפה,2020-05-20,resMA7,9.714285714285714,אזור חיפה resMA7
חדרה,2020-05-20,resMA7,10,חדרה resMA7
חיפה,2020-05-20,resMA7,9.428571428571427,חיפה resMA7
ירושלים,2020-05-20,resMA7,12.285714285714286,ירושלים resMA7
אזור צפון,2020-05-20,resMA7,7.571428571428571,אזור צפון resMA7
עכו,2020-05-20,resMA7,7.571428571428571,עכו resMA7
טבריה,2020-05-20,resMA7,8.571428571428571,טבריה resMA7
צפת,2020-05-20,resMA7,7.999999999999999,צפת resMA7
עפולה,2020-05-20,resMA7,8.285714285714285,עפולה resMA7
אזור דרום,2020-05-20,resMA7,8.428571428571427,אזור דרום resMA7
אשקלון,2020-05-20,resMA7,8.14285714285714,אשקלון resMA7
באר שבע,2020-05-20,resMA7,9.142857142857142,באר שבע resMA7
תל אביב-יפו,2020-05-20,resMA7,13.428571428571427,תל אביב-יפו resMA7
ישראל,2020-05-21,resMA7,9.714285714285714,ישראל resMA7
אזור מרכז,2020-05-21,resMA7,10.428571428571427,אזור מרכז resMA7
נתניה,2020-05-21,resMA7,10.57142857142857,נתניה resMA7
פתח תקווה,2020-05-21,resMA7,11.57142857142857,פתח תקווה resMA7
רמלה,2020-05-21,resMA7,10.857142857142856,רמלה resMA7
רחובות,2020-05-21,resMA7,10.285714285714285,רחובות resMA7
אזור חיפה,2020-05-21,resMA7,9.142857142857142,אזור חיפה resMA7
חדרה,2020-05-21,resMA7,9.714285714285714,חדרה resMA7
חיפה,2020-05-21,resMA7,9,חיפה resMA7
ירושלים,2020-05-21,resMA7,11.714285714285715,ירושלים resMA7
אזור צפון,2020-05-21,resMA7,7.428571428571429,אזור צפון resMA7
עכו,2020-05-21,resMA7,7.428571428571427,עכו resMA7
טבריה,2020-05-21,resMA7,8.142857142857142,טבריה resMA7
צפת,2020-05-21,resMA7,7.571428571428571,צפת resMA7
עפולה,2020-05-21,resMA7,8.142857142857142,עפולה resMA7
אזור דרום,2020-05-21,resMA7,7.857142857142856,אזור דרום resMA7
אשקלון,2020-05-21,resMA7,7.571428571428571,אשקלון resMA7
באר שבע,2020-05-21,resMA7,8.714285714285714,באר שבע resMA7
תל אביב-יפו,2020-05-21,resMA7,12.714285714285714,תל אביב-יפו resMA7
ישראל,2020-05-22,resMA7,9.142857142857142,ישראל resMA7
אזור מרכז,2020-05-22,resMA7,9.714285714285714,אזור מרכז resMA7
נתניה,2020-05-22,resMA7,9.857142857142858,נתניה resMA7
פתח תקווה,2020-05-22,resMA7,10.857142857142858,פתח תקווה resMA7
רמלה,2020-05-22,resMA7,10.285714285714285,רמלה resMA7
רחובות,2020-05-22,resMA7,9.57142857142857,רחובות resMA7
אזור חיפה,2020-05-22,resMA7,8.57142857142857,אזור חיפה resMA7
חדרה,2020-05-22,resMA7,9.14285714285714,חדרה resMA7
חיפה,2020-05-22,resMA7,8.428571428571427,חיפה resMA7
ירושלים,2020-05-22,resMA7,11,ירושלים resMA7
אזור צפון,2020-05-22,resMA7,7.142857142857142,אזור צפון resMA7
עכו,2020-05-22,resMA7,7.285714285714284,עכו resMA7
טבריה,2020-05-22,resMA7,7.7142857142857135,טבריה resMA7
צפת,2020-05-22,resMA7,7.142857142857142,צפת resMA7
עפולה,2020-05-22,resMA7,7.999999999999998,עפולה resMA7
אזור דרום,2020-05-22,resMA7,7.285714285714285,אזור דרום resMA7
אשקלון,2020-05-22,resMA7,7,אשקלון resMA7
באר שבע,2020-05-22,resMA7,8.142857142857142,באר שבע resMA7
תל אביב-יפו,2020-05-22,resMA7,11.999999999999998,תל אביב-יפו resMA7
ישראל,2020-05-23,resMA7,8.571428571428571,ישראל resMA7
אזור מרכז,2020-05-23,resMA7,9.142857142857142,אזור מרכז resMA7
נתניה,2020-05-23,resMA7,9.285714285714285,נתניה resMA7
פתח תקווה,2020-05-23,resMA7,10.142857142857142,פתח תקווה resMA7
רמלה,2020-05-23,resMA7,9.571428571428571,רמלה resMA7
רחובות,2020-05-23,resMA7,8.857142857142858,רחובות resMA7
אזור חיפה,2020-05-23,resMA7,7.999999999999999,אזור חיפה resMA7
חדרה,2020-05-23,resMA7,8.714285714285714,חדרה resMA7
חיפה,2020-05-23,resMA7,7.999999999999998,חיפה resMA7
ירושלים,2020-05-23,resMA7,10.285714285714285,ירושלים resMA7
אזור צפון,2020-05-23,resMA7,6.7142857142857135,אזור צפון resMA7
עכו,2020-05-23,resMA7,7,עכו resMA7
טבריה,2020-05-23,resMA7,7.285714285714285,טבריה resMA7
צפת,2020-05-23,resMA7,6.571428571428571,צפת resMA7
עפולה,2020-05-23,resMA7,7.714285714285713,עפולה resMA7
אזור דרום,2020-05-23,resMA7,6.857142857142856,אזור דרום resMA7
אשקלון,2020-05-23,resMA7,6.571428571428571,אשקלון resMA7
באר שבע,2020-05-23,resMA7,7.571428571428571,באר שבע resMA7
תל אביב-יפו,2020-05-23,resMA7,11.285714285714285,תל אביב-יפו resMA7
ישראל,2020-05-24,resMA7,7.857142857142857,ישראל resMA7
אזור מרכז,2020-05-24,resMA7,8.285714285714285,אזור מרכז resMA7
נתניה,2020-05-24,resMA7,8.571428571428571,נתניה resMA7
פתח תקווה,2020-05-24,resMA7,9.285714285714285,פתח תקווה resMA7
רמלה,2020-05-24,resMA7,8.714285714285714,רמלה resMA7
רחובות,2020-05-24,resMA7,8,רחובות resMA7
אזור חיפה,2020-05-24,resMA7,7.285714285714285,אזור חיפה resMA7
חדרה,2020-05-24,resMA7,7.999999999999999,חדרה resMA7
חיפה,2020-05-24,resMA7,7.285714285714285,חיפה resMA7
ירושלים,2020-05-24,resMA7,9.428571428571427,ירושלים resMA7
אזור צפון,2020-05-24,resMA7,6.142857142857143,אזור צפון resMA7
עכו,2020-05-24,resMA7,6.571428571428571,עכו resMA7
טבריה,2020-05-24,resMA7,6.571428571428571,טבריה resMA7
צפת,2020-05-24,resMA7,5.857142857142858,צפת resMA7
עפולה,2020-05-24,resMA7,7.142857142857142,עפולה resMA7
אזור דרום,2020-05-24,resMA7,6.142857142857142,אזור דרום resMA7
אשקלון,2020-05-24,resMA7,5.857142857142858,אשקלון resMA7
באר שבע,2020-05-24,resMA7,6.857142857142858,באר שבע resMA7
תל אביב-יפו,2020-05-24,resMA7,10.428571428571427,תל אביב-יפו resMA7
ישראל,2020-05-25,resMA7,8.714285714285714,ישראל resMA7
אזור מרכז,2020-05-25,resMA7,9.285714285714285,אזור מרכז resMA7
נתניה,2020-05-25,resMA7,9.285714285714285,נתניה resMA7
פתח תקווה,2020-05-25,resMA7,10.14285714285714,פתח תקווה resMA7
רמלה,2020-05-25,resMA7,9.999999999999998,רמלה resMA7
רחובות,2020-05-25,resMA7,9.142857142857142,רחובות resMA7
אזור חיפה,2020-05-25,resMA7,8.142857142857142,אזור חיפה resMA7
חדרה,2020-05-25,resMA7,8.714285714285715,חדרה resMA7
חיפה,2020-05-25,resMA7,8.428571428571427,חיפה resMA7
ירושלים,2020-05-25,resMA7,10,ירושלים resMA7
אזור צפון,2020-05-25,resMA7,6.857142857142857,אזור צפון resMA7
עכו,2020-05-25,resMA7,7.285714285714286,עכו resMA7
טבריה,2020-05-25,resMA7,7.285714285714285,טבריה resMA7
צפת,2020-05-25,resMA7,6.857142857142857,צפת resMA7
עפולה,2020-05-25,resMA7,7.857142857142856,עפולה resMA7
אזור דרום,2020-05-25,resMA7,7.428571428571429,אזור דרום resMA7
אשקלון,2020-05-25,resMA7,7.285714285714286,אשקלון resMA7
באר שבע,2020-05-25,resMA7,7.857142857142858,באר שבע resMA7
תל אביב-יפו,2020-05-25,resMA7,10.571428571428571,תל אביב-יפו resMA7
ישראל,2020-05-26,resMA7,9.571428571428571,ישראל resMA7
אזור מרכז,2020-05-26,resMA7,10.142857142857142,אזור מרכז resMA7
נתניה,2020-05-26,resMA7,10,נתניה resMA7
פתח תקווה,2020-05-26,resMA7,11.142857142857142,פתח תקווה resMA7
רמלה,2020-05-26,resMA7,10.857142857142858,רמלה resMA7
רחובות,2020-05-26,resMA7,9.857142857142856,רחובות resMA7
אזור חיפה,2020-05-26,resMA7,8.714285714285714,אזור חיפה resMA7
חדרה,2020-05-26,resMA7,9.285714285714285,חדרה resMA7
חיפה,2020-05-26,resMA7,9.14285714285714,חיפה resMA7
ירושלים,2020-05-26,resMA7,11.714285714285714,ירושלים resMA7
אזור צפון,2020-05-26,resMA7,7.428571428571428,אזור צפון resMA7
עכו,2020-05-26,resMA7,7.7142857142857135,עכו resMA7
טבריה,2020-05-26,resMA7,8.142857142857142,טבריה resMA7
צפת,2020-05-26,resMA7,7.999999999999999,צפת resMA7
עפולה,2020-05-26,resMA7,8.428571428571429,עפולה resMA7
אזור דרום,2020-05-26,resMA7,8.428571428571429,אזור דרום resMA7
אשקלון,2020-05-26,resMA7,8.571428571428571,אשקלון resMA7
באר שבע,2020-05-26,resMA7,8.714285714285714,באר שבע resMA7
תל אביב-יפו,2020-05-26,resMA7,11,תל אביב-יפו resMA7
ישראל,2020-05-27,resMA7,9,ישראל resMA7
אזור מרכז,2020-05-27,resMA7,9.571428571428571,אזור מרכז resMA7
נתניה,2020-05-27,resMA7,9.428571428571429,נתניה resMA7
פתח תקווה,2020-05-27,resMA7,10.57142857142857,פתח תקווה resMA7
רמלה,2020-05-27,resMA7,10.285714285714285,רמלה resMA7
רחובות,2020-05-27,resMA7,9.285714285714285,רחובות resMA7
אזור חיפה,2020-05-27,resMA7,8.285714285714285,אזור חיפה resMA7
חדרה,2020-05-27,resMA7,8.857142857142856,חדרה resMA7
חיפה,2020-05-27,resMA7,8.57142857142857,חיפה resMA7
ירושלים,2020-05-27,resMA7,10.714285714285714,ירושלים resMA7
אזור צפון,2020-05-27,resMA7,6.999999999999999,אזור צפון resMA7
עכו,2020-05-27,resMA7,7.142857142857142,עכו resMA7
טבריה,2020-05-27,resMA7,7.7142857142857135,טבריה resMA7
צפת,2020-05-27,resMA7,7.428571428571427,צפת resMA7
עפולה,2020-05-27,resMA7,7.999999999999999,עפולה resMA7
אזור דרום,2020-05-27,resMA7,7.7142857142857135,אזור דרום resMA7
אשקלון,2020-05-27,resMA7,8,אשקלון resMA7
באר שבע,2020-05-27,resMA7,7.999999999999999,באר שבע resMA7
תל אביב-יפו,2020-05-27,resMA7,10.428571428571429,תל אביב-יפו resMA7
ישראל,2020-05-28,resMA7,8.714285714285714,ישראל resMA7
אזור מרכז,2020-05-28,resMA7,9.285714285714286,אזור מרכז resMA7
נתניה,2020-05-28,resMA7,9,נתניה resMA7
פתח תקווה,2020-05-28,resMA7,10.285714285714285,פתח תקווה resMA7
רמלה,2020-05-28,resMA7,10.142857142857142,רמלה resMA7
רחובות,2020-05-28,resMA7,9.142857142857142,רחובות resMA7
אזור חיפה,2020-05-28,resMA7,7.999999999999999,אזור חיפה resMA7
חדרה,2020-05-28,resMA7,8.142857142857142,חדרה resMA7
